Vintage,Country,Designation,Points,Price,Province,Winery
2011,Italy,Brentino,87,18 ,Northeastern Italy,Maculan
2011,France,Tradition,87,20 ,Northeastern France ,Sipp Mack
2011,Italy,Valcolomba,88,15 ,Central Italy,Carpineto
2011,Italy,Rabajà Riserva,91,55 ,Northwestern Italy,Castello di Verduno
2011,Italy,Tommaso Bojola Riserva,85,57 ,Central Italy,La Castellina
2011,Italy,Scrio,90,175 ,Central Italy,Le Macchiole
2011,France,Portrait,88,18 ,Northeastern France ,Domaine Zinck
2011,France,Cuvée Reine,88,30 ,Southern France,Château de Roquebrune
2011,Italy,Vigna delle Raunate,85,48 ,Central Italy,Mocali
2011,France,La Négrette de Bouissel,89,19 ,Southern France,Château Bouissel
2011,Italy,Apianum,89,21 ,Southern Italy,Salvatore Molettieri
2011,Italy,Coevo,90,90 ,Central Italy,Cecchi
2011,France,Les Pimentiers,89,38 ,Northeastern France ,Domaine Jean Petitot et Fils
2011,Italy,Nova Domus Riserva,91,60 ,Northeastern Italy,Cantina Terlano
2011,Italy,Monvigliero,91,75 ,Northwestern Italy,Fratelli Alessandria
2011,France,Le,85,20 ,Northeastern France ,Gustave Lorentz
2011,Italy,Magno Megonio,90,25 ,Southern Italy,Librandi
2011,France,La Pierrelée,87,22 ,Northeastern France ,La Chablisienne
2011,Italy,Scirè,87,16 ,Central Italy,Ceralti
2011,Italy,Riserva,86,30 ,Central Italy,Castello di Selvole
2011,Italy,Il Margone Gran Selezione,92,45 ,Central Italy,Il Molino di Grace
2011,France,Lafleur Mallet,86,25 ,Southern France,Cheval Quancard
2011,Italy,Il,88,20 ,Southern Italy,Valle dell Acate
2011,Italy,Torre del Falasco,87,17 ,Northeastern Italy,Cantina Sociale della Valpantena
2011,Italy,SilvÃ¬ Rosé Riserva Metodo Classico,91,30 ,Northwestern Italy,Colombo
2011,France,Clos St Sébastien,89,35 ,Northeastern France ,Domaine Charles Frey
2011,Italy,Caccia al Palazzo,86,30 ,Central Italy,Tenuta di Vaira
2011,Italy,Bordini,89,47 ,Northwestern Italy,Elvio Cogno
2011,Italy,Vi No SO2,83,25 ,Central Italy,Barberani
2011,Italy,Decugnano Bianco,88,28 ,Central Italy,Decugnano dei Barbi
2011,Italy,Rio Sordo,89,97 ,Northwestern Italy,Ca Romè
2011,France,Chai de Bordes,87,12 ,Southern France,Cheval Quancard
2011,Italy,Cà Visco,88,18 ,Northeastern Italy,Coffele
2011,Italy,Fatagione,88,25 ,Southern Italy,Cottanera
2011,France,Cuvée Germain,91,16 ,Southern France,Domaine D en Ségur
2011,Italy,Vieris,86,43 ,Northeastern Italy,Vie di Romans
2011,Italy,Rocche di Castiglione,90,200 ,Northwestern Italy,Vietti
2011,France,Château de Monrecueil,87,15 ,Southern France,Château de Belcier
2011,Italy,Sovrana,88,23 ,Northwestern Italy,Beni di Batasiolo
2011,France,Egarade,91,26 ,Northeastern France ,Bailly Lapierre
2011,Italy,Terlo Vigna Costa Grimaldi,91,97 ,Northwestern Italy,Poderi Luigi Einaudi
2011,Italy,Il Borgo,89,57 ,Central Italy,Cabreo
2011,Italy,Le Bessole,88,24 ,Northeastern Italy,Accordini Igino
2011,Italy,Ãˆ 100 Per Cento Unoaked,86,11 ,Southern Italy,Orion Wine
2011,Italy,Uve di,87,12 ,Central Italy,Marchetti
2011,France,Grand Cru Hengst,92,30 ,Northeastern France ,Wunsch & Mann
2011,Italy,Quater,88,22 ,Southern Italy,Firriato
2011,France,Cuvée Rochebonne,85,17 ,Central France ,Trenel Fils
2011,France,Les Belles Vignes,88,28 ,Northwestern France ,Fournier Père et Fils
2011,France,Premier Cru,92,80 ,Northeastern France ,Bouchard Père & Fils
2011,Italy,La Serra,91,70 ,Northwestern Italy,Alberto Voerzio
2011,Italy,Terre di Lavinia,87,30 ,Central Italy,Casa di Terra
2011,France,Vieilles Vignes Sur Lie,89,16 ,Northwestern France ,Château de la Ragotiere
2011,Italy,Ilico,88,17 ,Central Italy,Illuminati Dino
2011,Italy,Dubl +,92,44 ,Southern Italy,Feudi di San Gregorio
2011,Italy,Riserva,89,40 ,Central Italy,Canneto
2011,France,Délice du Prieuré,88,50 ,Southern France,Château le Prieuré
2011,Italy,Bric Turot,93,71 ,Northwestern Italy,Prunotto
2011,France,Clos Saint Théobald Rangen Grand Cru,93,53 ,Northeastern France ,Domaine Schoffit
2011,Italy,Adènzia,89,29 ,Southern Italy,Baglio del Cristo di Campobello
2011,Italy,Gradiva,86,15 ,Southern Italy,Casa di Grazia
2011,Italy,Riserva,87,35 ,Central Italy,Le Bèrne
2011,France,Séduction,90,21 ,Southern France,Château de Jurque
2011,France,Les Hauts de Bel Air,85,10 ,Southern France,Maison Sichel
2011,Italy,Cerequio,94,101 ,Northwestern Italy,Michele Chiarlo
2011,France,Tradition,87,20 ,Northeastern France ,Sipp Mack
2011,France,Triguedina Petit Clos,86,20 ,Southern France,Jean Luc Baldès
2011,Italy,Il Puro Gran Selezione,92,150 ,Central Italy,Volpaia
2011,Italy,Greppicaia,92,50 ,Central Italy,I Greppi
2011,Italy,Nobilis,88,35 ,Central Italy,Terre del Marchesato
2011,Italy,Il Moro,89,27 ,Southern Italy,Valle dell Acate
2011,Italy,Terre di Prenzano,87,15 ,Central Italy,Vignamaggio
2011,Italy,Bartimeo,84,14 ,Central Italy,Stefano Berti
2011,Italy,Giorgia,88,19 ,Northwestern Italy,Cascina La Ghersa
2011,Italy,Pietramaggio,86,11 ,Central Italy,Fattoria di Grignano
2011,Italy,Cannubi Boschis,90,70 ,Northwestern Italy,Cantina del Nebbiolo
2011,Italy,Molceo,92,30 ,Northwestern Italy,Ottella
2011,France,Nouveau,85,10 ,Central France ,Joseph Drouhin
2011,Italy,Dei Mazzoni,90,40 ,Northwestern Italy,Tiziano Mazzoni
2011,France,Réserve,93,40 ,Northeastern France ,Trimbach
2011,France,Château de Fontaine Audon,87,35 ,Northwestern France ,Langlois Chateau
2011,Italy,Coste Bianche,87,52 ,Northeastern Italy,Tenute Fiorebelli
2011,France,Schlossberg Grand Cru,96,37 ,Northeastern France ,Domaine Weinbach
2011,Italy,Tirsat,86,26 ,Southern Italy,Gurra di Mare
2011,France,Les Perrières Premier Cru,93,99 ,Northeastern France ,Jean Claude Boisset
2012,Italy,La Serra,86,60 ,Northwestern Italy,Agostino Bosco
2012,France,Le Peu Morier,90,40 ,Northwestern France ,Domaine Vincent CarÃªme
2012,Italy,Tenuta del Cavaliere,89,16 ,Central Italy,Marchetti
2012,Italy,Pietraregia Riserva,88,25 ,Central Italy,Marchesi de  Frescobaldi
2012,Italy,BDP Y,86,12 ,Southern Italy,Baglio di Pianetto
2012,Italy,Le Serre Nuove,92,75 ,Central Italy,Ornellaia
2012,France,Les Élements,90,16 ,Northeastern France ,Domaine Bott Geyl
2012,Italy,Sorgente,85,18 ,Northwestern Italy,Citari
2012,Italy,Margheria,94,96 ,Northwestern Italy,Massolino
2012,France,Vignes de 1939,92,35 ,Central France ,Pascal Aufranc
2012,France,Eicelènci,91,60 ,Central France ,Domaine de Nalys
2012,Italy,Bolonero,88,15 ,Southern Italy,Torrevento
2012,France,La Fiole,88,10 ,Central France ,Père Anselme
2012,France,Château la Tempérance,91,35 ,Southern France,Bernard Magrez
2012,Italy,La Villa,89,52 ,Northwestern Italy,Fratelli Seghesio
2012,France,Les Quatre Eglises,90,17 ,Southern France,Château Bovila
2012,Italy,Riserva,91,28 ,Central Italy,Castello di Radda
2012,Italy,Monte Tenda,87,17 ,Northeastern Italy,Marcato
2012,Italy,Riserva,88,16 ,Southern Italy,Sella & Mosca
2012,Italy,Pigeno,89,38 ,Northeastern Italy,Stroblhof
2012,France,Domaine de la Brossette,87,18 ,Northwestern France ,Domaine Joël Delaunay
2012,Italy,Rosso dei Notri,89,21 ,Central Italy,Tua Rita
2012,France,Domaine des Chanzelles,86,30 ,Northeastern France ,Jean Marie Challand
2012,France,Cormier,86,30 ,Northeastern France ,Domaine Loew
2012,France,Domaine des Emois,86,30 ,Northwestern France ,Joseph Mellot
2012,Italy,PerEva,87,24 ,Southern Italy,Tenuta San Francesco
2012,France,Les Cimels,88,20 ,Central France ,Château d Or et de Gueules
2012,France,Marckrain Grand Cru,94,26 ,Northeastern France ,Domaine Michel Fonne
2012,France,Première Cuvée,88,20 ,Southern France,Château Lamothe de Haux
2012,Italy,Gattera,91,56 ,Northwestern Italy,Revello Fratelli
2012,France,Les Vignes Marie,85,35 ,Northeastern France ,Derey Frères
2012,Italy,Millesimato Extra Dry,87,25 ,Northeastern Italy,Bacio della Luna
2012,Italy,San Gaetano,85,12 ,Southern Italy,Cantine Due Palme
2012,Italy,Beatrice,89,42 ,Central Italy,Viticcio
2012,Italy,Gran Selezione,90,47 ,Central Italy,Castello di Radda
2012,Italy,075 Carati,86,16 ,Northeastern Italy,Piera Martellozzo
2012,Italy,Cerretta,92,75 ,Northwestern Italy,Luigi Baudana
2012,France,Réserve,87,25 ,Northeastern France ,Gustave Lorentz
2012,Italy,Vigna di Saosent,87,24 ,Northeastern Italy,Cembra
2012,Italy,Alte d Altesi,93,40 ,Central Italy,Altesino
2012,Italy,Bussia,87,50 ,Northwestern Italy,Deltetto
2012,Italy,Tragugnano,87,30 ,Central Italy,Sergio Mottura
2012,Italy,Vial,89,25 ,Northeastern Italy,Kellerei Kaltern Caldaro
2012,France,Engelberg Grand Cru,95,45 ,Northeastern France ,Domaine Pfister
2012,France,Les Vignes de Joanny,86,23 ,Northeastern France ,Collovray et Terrier
2012,Italy,Roggiano,84,17 ,Central Italy,Vignaioli del Morellino di Scansano
2012,Italy,Caccia al Palazzo,88,33 ,Central Italy,Tenuta di Vaira
2012,France,Charmes Premier Cru,93,113 ,Northeastern France ,Olivier Leflaive
2012,Italy,Cascina Nuova,92,58 ,Northwestern Italy,Elvio Cogno
2012,Italy,Ceretta,93,75 ,Northwestern Italy,Germano Ettore
2012,Italy,Marcarini,92,50 ,Northwestern Italy,Pertinace
2012,Italy,Masarej,88,30 ,Northwestern Italy,Castello del Poggio
2012,Italy,Calcare,87,24 ,Central Italy,Conte Leopardi
2012,Italy,Poggiarelli,89,95 ,Central Italy,La Mannella
2012,Italy,Calanica Frappato & Syrah,87,16 ,Southern Italy,Duca di Salaparuta
2012,Italy,Petaso,87,26 ,Central Italy,Montemercurio
2012,France,Zédé de Labégorce,89,40 ,Southern France,Château Labégorce Margaux
2012,France,Cuvée Les Caillottes,85,25 ,Northwestern France ,Jean Max Roger
2012,France,Plaisir de Siaurac,86,23 ,Southern France,Château Siaurac
2012,France,Chapelle Enclos,90,22 ,Southern France,Château d Aydie
2012,Italy,Millesimato Dry,86,17 ,Northeastern Italy,Terre di San Venanzio Fortunato
2012,France,La Garrigues,89,20 ,Southern France,Domaine de la Vallongue
2012,France,Cuvée Compostelle,84,20 ,Southern France,Château Côte Montpezat
2012,Italy,Le Coste di Monforte,87,85 ,Northwestern Italy,Parusso
2012,France,Nouveau,87,10 ,Central France ,Henry Fessy
2012,Italy,Auge Riserva,88,21 ,Northeastern Italy,Villa Canestrari
2012,France,Ammonites,91,35 ,Northwestern France ,Domaine Matthias et Emile Roblin
2012,France,Fourchaume Premier Cru Vieilles Vignes,92,48 ,Northeastern France ,Domaine Vrignaud
2012,Italy,Le Difese,87,35 ,Central Italy,Tenuta San Guido
2012,Italy,Don Antonio,92,42 ,Southern Italy,Morgante
2012,France,Vallet,92,27 ,Northwestern France ,Château de la Ragotiere
2012,Italy,La Prima Gran Selezione,91,50 ,Central Italy,Castello Vicchiomaggio
2012,Italy,Sanct Valentin,88,40 ,Northeastern Italy,Cantina Produttori San Michele Appiano
2012,Italy,Sui Lieviti,88,18 ,Northeastern Italy,La Vigna di Iseppo
2012,Italy,Stolet,91,70 ,Northwestern Italy,La Bioca
2012,Italy,Viognier de Le Palaie,87,68 ,Central Italy,Le Palaie
2012,France,Rieflé Bihl,84,32 ,Northeastern France ,Domaine Rieflé Landmann
2012,France,Grande Tradition,91,14 ,Southern France,Domaine des Terrisses
2012,France,Grande Réserve,86,20 ,Southern France,Château Clairac
2012,France,Les Hauts de la Gaffelière,86,14 ,Southern France,Maison Malet Roquefort
2012,France,Vignes du Prieuré,84,17 ,Central France ,Château Gigognan
2012,Italy,Figliodienneenne,92,18 ,Southern Italy,Le Casematte
2012,Italy,Quarantadue42,88,34 ,Northwestern Italy,Rattalino
2012,Italy,FuntanÃ¬,89,35 ,Northwestern Italy,Cordero di Montezemolo
2012,Italy,Tre Ciabot,90,48 ,Northwestern Italy,Cascina Ballarin
2012,France,Roi Clovis,85,25 ,Northeastern France ,Wunsch & Mann
2012,Italy,Il Carbonaione,92,75 ,Central Italy,Poggio Scalette
2012,France,Les Hauts de la Gaffelière,92,22 ,Southern France,Maison Malet Roquefort
2012,France,Steingold,88,45 ,Northeastern France ,La Cave des Vignerons de Pfaffenheim
2012,Italy,Baron  Ugo,89,83 ,Central Italy,Monteraponi
2012,Italy,Col Matiss,90,30 ,Northeastern Italy,La Tunella
2012,Italy,Poggio alle Mura,92,95 ,Central Italy,Banfi
2012,France,Clos Mireille,90,46 ,Southern France,Domaines Ott
2012,Italy,Calcaia Muffa Nobile,89,40 ,Central Italy,Barberani
2012,France,Château Pech de Jammes,92,25 ,Southern France,Georges Vigouroux
2012,France,Réserve de Bonpas,86,12 ,Central France ,Bonpas
2012,Italy,Vigna delle Forche,87,19 ,Northeastern Italy,Cembra
2012,France,Les Cailloux,87,70 ,Central France ,André Brunel
2012,Italy,Shardana,89,27 ,Southern Italy,Cantina Santadi
2012,Italy,Brut Metodo Classico,87,29 ,Northeastern Italy,Fattori
2012,Italy,Cè Vanin,90,35 ,Northwestern Italy,Rivetto
2012,Italy,Rosso,90,20 ,Central Italy,Michele Satta
2012,Italy,Monvigliero,91,70 ,Northwestern Italy,Sordo
2012,France,Cuvée de l Aubigue,90,14 ,Southern France,Domaine les Fouques
2012,Italy,Mon Birone,88,50 ,Northwestern Italy,Monchiero Carbone
2012,Italy,S arai,90,45 ,Southern Italy,Pala
2012,France,Nouveau,85,13 ,Central France ,Albert Bichot
2012,France,Montée de Tonnerre Premier Cru,92,40 ,Northeastern France ,Damien et Romain Bouchard
2012,Italy,Flors di Uis,90,40 ,Northeastern Italy,Vie di Romans
2012,Italy,Riserva,86,25 ,Northeastern Italy,Peter Zemmer
2012,France,Wiebelsberg Grand Cru,94,55 ,Northeastern France ,Domaine Gresser
2012,France,La Rambarde,89,25 ,Northwestern France ,Domaine Landrat Guyollot
2012,Italy,Roncathe,85,15 ,Northeastern Italy,Corte Moschina
2012,France,La Bourgeoise,91,45 ,Northwestern France ,Henri Bourgeois
2012,France,Excellence,89,18 ,Southern France,Château Les Petits Arnaud
2012,France,Les Chaniots Premier Cru,87,20 ,Northeastern France ,Vignerons de Buxy
2012,France,Les Terres Noires,88,40 ,Northwestern France ,Vignoble de la Jarnoterie
2012,France,Moelleux,83,13 ,Southern France,Château la Hargue
2012,France,Le Château,87,18 ,Southern France,Château Thuerry
2012,Italy,Le Pitre,86,24 ,Southern Italy,Villa Mottura
2012,France,Château Pérenne,88,29 ,Southern France,Bernard Magrez
2012,Italy,Gaiospino Fumé,87,38 ,Central Italy,Fattoria Coroncino
2012,Italy,Kados,89,25 ,Southern Italy,Duca di Salaparuta
2012,France,Muenchberg Grand Cru,94,22 ,Northeastern France ,Domaine G. Metz
2012,France,Heimbourg,92,60 ,Northeastern France ,Domaine Zind Humbrecht
2012,France,Réserve,85,20 ,Northeastern France ,Bouchard Père & Fils
2012,France,La Chambée,93,85 ,Central France ,Les Vins de Vienne
2012,France,Cuvée V,88,50 ,Northeastern France ,René Muré
2012,Italy,S arai,90,45 ,Southern Italy,Pala
2012,France,Rieflé Bihl,84,32 ,Northeastern France ,Domaine Rieflé Landmann
2012,France,Prestige,86,23 ,Northeastern France ,Domaine Saint Rémy
2012,Italy,Gàudio Riserva,85,20 ,Central Italy,Carus Vini
2012,Italy,Riserva,87,21 ,Central Italy,Uggiano
2012,Italy,Noi 4,87,42 ,Central Italy,Tenuta Sette Cieli
2012,Italy,Siir,91,20 ,Southern Italy,San Martino
2012,Italy,Casal Duro,88,28 ,Central Italy,Fattoria La Vialla
2012,Italy,Spigel,88,28 ,Northeastern Italy,Caldaro
2012,France,Creux de la Net Premier Cru,91,73 ,Northeastern France ,Jean Luc and Paul Aegerter
2012,Italy,Meleto,87,22 ,Central Italy,Castello di Meleto
2012,Italy,Rancia Riserva,94,53 ,Central Italy,Felsina
2012,Italy,Torre del Falco,87,10 ,Southern Italy,Torrevento
2012,Italy,Glen Riserva,90,24 ,Northeastern Italy,Cantina Produttori Cortaccia
2012,Italy,Bricco Ambrogio,89,50 ,Northwestern Italy,Grimaldi Bruna
2012,Italy,Podere Le Caggiole,88,28 ,Central Italy,Tiberini
2012,France,Renaissance,88,25 ,Southern France,Château de Gaudou
2012,Italy,Riserva,88,15 ,Central Italy,Castello di Gabbiano
2012,Italy,Pfarrhof Lago di Caldaro Classico Superiore,88,22 ,Northeastern Italy,Caldaro
2012,Italy,L Imperatrice Gran Selezione,93,70 ,Central Italy,Fattoria di Corsignano
2012,Italy,Biancolella,86,29 ,Southern Italy,Casa D Ambra
2012,Italy,Albesani Santo Stefano Riserva,90,81 ,Northwestern Italy,Castello di Neive
2012,Italy,Simposio,95,60 ,Northwestern Italy,Bel Colle
2012,France,L Esprit du Maucoil,91,135 ,Central France ,Château Maucoil
2012,France,Château de Mercuès,92,25 ,Southern France,Georges Vigouroux
2012,Italy,Belsito,89,16 ,Southern Italy,Terre di Giurfo
2012,Italy,Alta,86,14 ,Southern Italy,Teanum
2012,Italy,Baradiero,90,25 ,Central Italy,Cantina del Giusto
2012,Italy,del Comune di La Morra,90,40 ,Northwestern Italy,Ellena
2012,Italy,Acquagiusta,87,15 ,Central Italy,Tenuta La Badiola
2012,France,Qu es aQuo,90,40 ,Central France ,Château d Or et de Gueules
2012,Italy,Le Redini,89,25 ,Central Italy,Tenuta degli Dei
2012,Italy,Patrimo,96,105 ,Southern Italy,Feudi di San Gregorio
2012,France,Schlossberg Grand Cru,93,36 ,Northeastern France ,Paul Blanck
2012,France,Domaine Duc de Magenta Clos de la Garenne Premier Cru,94,125 ,Northeastern France ,Louis Jadot
2012,Italy,Famiglia Zingarelli Riserva,91,26 ,Central Italy,Rocca delle MacÃ¬e
2012,France,Oniric,87,27 ,Southern France,Vignerons de Buzet
2012,Italy,Carolina Marengo,85,30 ,Southern Italy,Feudi del Pisciotto
2012,Italy,Monte Alto,88,20 ,Northeastern Italy,Ca  Rugate
2012,Italy,Gabutti,88,53 ,Northwestern Italy,Boasso
2012,Italy,San Magno,87,29 ,Central Italy,Corte dei Papi
2012,France,Vieilles Vignes,90,21 ,Northeastern France ,Domaine Schoffit
2012,Italy,Ravera,94,79 ,Northwestern Italy,Elvio Cogno
2012,France,Cuvée Exception,84,25 ,Northwestern France ,Chavet Fils
2012,Italy,Poggiarelli,89,95 ,Central Italy,La Mannella
2012,Italy,Asili,87,40 ,Northwestern Italy,Cascina Luisin
2012,France,Esprít Barville,87,12 ,Central France ,Brotte
2012,Italy,Rombone,88,50 ,Northwestern Italy,Nada Fiorenzo
2012,France,Château Montus,94,35 ,Southern France,Vignobles Brumont
2012,France,Vieilles Vignes,90,25 ,Northeastern France ,Collovray et Terrier
2012,Italy,Vigna Serraboella,89,25 ,Northwestern Italy,Rivetti Massimo
2012,France,Vieilles Vignes,90,22 ,Northeastern France ,Domaine Schoffit
2012,Italy,Mezzan,89,23 ,Northeastern Italy,Erste Neue
2012,Italy,Principe,88,30 ,Central Italy,Stefania Mezzetti
2012,France,Nationale 7,87,18 ,Southern France,Xavier Flouret
2012,France,En Travertin,89,25 ,Northwestern France ,Henri Bourgeois
2012,Italy,Sister Moon,88,55 ,Central Italy,Il Palagio
2012,Italy,Malanotte,87,80 ,Northeastern Italy,De Stefani
2012,France,Passe Rose,86,18 ,Southern France,Mas Sainte Berthe
2012,France,Seppi Landmann Vallée Noble,90,26 ,Northeastern France ,Domaine Rieflé Landmann
2012,France,Clos Blanc Premier Cru,88,58 ,Northeastern France ,Domaine A. Machard de Gramont
2012,France,Mouton Cadet,86,10 ,Southern France,Baron Philippe de Rothschild
2012,France,Les Cèdres,90,55 ,Southern France,Château l Espérance
2012,France,La Chatenière Premier Cru,88,60 ,Northeastern France ,Roche de Bellene
2012,France,Les Cloux Premier Cru,89,39 ,Northeastern France ,Olivier Leflaive
2012,Italy,Villa Piatti,88,22 ,Central Italy,Collevite
2012,France,Château Bazin,88,45 ,Southern France,Cave du Marmandais
2012,Italy,Appius,90,108 ,Northeastern Italy,Cantina Produttori San Michele Appiano
2012,Italy,Tenute di Altavilla,85,21 ,Southern Italy,Villa Matilde
2012,France,La Gaupière,86,20 ,Northwestern France ,Joseph Mellot
2012,Italy,Balifico,90,65 ,Central Italy,Volpaia
2012,Italy,Crisio Riserva,88,27 ,Central Italy,Casalfarneto
2012,France,Mouton Cadet,86,10 ,Southern France,Baron Philippe de Rothschild
2012,Italy,Riserva,89,25 ,Central Italy,Tenuta di Capraia
2012,Italy,Millesimato Rive di Farra di Soligo Extra Dry,86,18 ,Northeastern Italy,La Farra
2012,France,Barriques,89,37 ,Northeastern France ,Domaine Ostertag
